"animal_id","name","datetime","monthyear","date_of_birth","outcome_type","outcome_subtype","animal_type","sex_upon_outcome","age_upon_outcome","breed","color"
"A828834",,"2021-01-27T08:58:00.000","2021-01-27T08:58:00.000","2020-01-27T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","1 year","Bat","Black"
"A554278","Oscar","2021-01-27T08:55:00.000","2021-01-27T08:55:00.000","2007-11-09T00:00:00.000","Adoption","Foster","Dog","Neutered Male","13 years","Dachshund Mix","Brown/White"
"A827385","Mittens","2021-01-27T08:51:00.000","2021-01-27T08:51:00.000","2019-12-20T00:00:00.000","Adoption","Foster","Cat","Spayed Female","1 year","Domestic Shorthair","Blue Tabby/White"
"A824919","*Mac","2021-01-27T08:43:00.000","2021-01-27T08:43:00.000","2020-08-28T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair","Black/White"
"A828689",,"2021-01-27T08:14:00.000","2021-01-27T08:14:00.000","2019-01-23T00:00:00.000","Transfer","Partner","Cat","Intact Male","2 years","Domestic Shorthair","Black"
"A828465","Max","2021-01-26T17:54:00.000","2021-01-26T17:54:00.000","2014-01-17T00:00:00.000","Transfer","Partner","Cat","Neutered Male","7 years","Domestic Shorthair","Orange Tabby"
"A822473","Blue","2021-01-26T17:48:00.000","2021-01-26T17:48:00.000","2015-09-03T00:00:00.000","Return to Owner",,"Dog","Neutered Male","5 years","Pit Bull","Blue Cream/White"
"A828531","*Roy","2021-01-26T17:05:00.000","2021-01-26T17:05:00.000","2020-01-19T00:00:00.000","Adoption",,"Other","Neutered Male","1 year","Guinea Pig","Tricolor"
"A828530","*Siegfried","2021-01-26T17:04:00.000","2021-01-26T17:04:00.000","2020-01-19T00:00:00.000","Adoption",,"Other","Intact Female","1 year","Guinea Pig","Tan/White"
"A827340","Max","2021-01-26T16:58:00.000","2021-01-26T16:58:00.000","2018-01-18T00:00:00.000","Adoption",,"Dog","Neutered Male","3 years","German Shepherd","Black/Brown"
"A827714","*Winston","2021-01-26T16:31:00.000","2021-01-26T16:31:00.000","2019-06-30T00:00:00.000","Adoption",,"Cat","Neutered Male","1 year","Domestic Shorthair","Blue"
"A828730","Dede","2021-01-26T15:26:00.000","2021-01-26T15:26:00.000","2019-01-25T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 years","French Bulldog","Black/White"
"A824156","*Stewie","2021-01-26T15:09:00.000","2021-01-26T15:09:00.000","2020-08-23T00:00:00.000","Adoption","Foster","Cat","Neutered Male","5 months","Domestic Shorthair","Black"
"A788612","Bo","2021-01-26T14:09:00.000","2021-01-26T14:09:00.000","2018-02-05T00:00:00.000","Return to Owner",,"Dog","Neutered Male","2 years","Boxer Mix","Tan/White"
"A755468","Stella/Ruthie","2021-01-26T13:52:00.000","2021-01-26T13:52:00.000","2017-02-08T00:00:00.000","Return to Owner",,"Dog","Spayed Female","3 years","Pit Bull Mix","White/Brown"
"A808273","Easy E","2021-01-26T13:07:00.000","2021-01-26T13:07:00.000","2019-05-23T00:00:00.000","Adoption","Foster","Dog","Neutered Male","1 year","Blue Lacy Mix","Tan/Tricolor"
"A825254","*Faye","2021-01-26T11:42:00.000","2021-01-26T11:42:00.000","2019-10-30T00:00:00.000","Adoption","Foster","Cat","Spayed Female","1 year","Domestic Shorthair","White"
"A828509","*Parker","2021-01-26T11:34:00.000","2021-01-26T11:34:00.000","2020-08-19T00:00:00.000","Adoption",,"Dog","Spayed Female","5 months","Labrador Retriever/Dachshund","Black/White"
"A825496","*Shoto","2021-01-26T11:32:00.000","2021-01-26T11:32:00.000","2020-09-13T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair Mix","Black"
"A828520","Rocky","2021-01-26T11:21:00.000","2021-01-26T11:21:00.000","2016-01-19T00:00:00.000","Transfer","Partner","Dog","Neutered Male","5 years","Chihuahua Shorthair","Black"
"A828623",,"2021-01-26T11:21:00.000","2021-01-26T11:21:00.000","2020-01-21T00:00:00.000","Transfer","Partner","Dog","Spayed Female","1 year","Cairn Terrier","Brown/Black"
"A823955","*Whiskey","2021-01-26T10:46:00.000","2021-01-26T10:46:00.000","2020-07-26T00:00:00.000","Adoption","Foster","Cat","Neutered Male","6 months","Domestic Shorthair Mix","Orange Tabby/White"
"A823953","*Bourbon","2021-01-26T10:42:00.000","2021-01-26T10:42:00.000","2020-07-26T00:00:00.000","Adoption","Foster","Cat","Neutered Male","6 months","Domestic Shorthair Mix","Black/White"
"A821318","*Pinky","2021-01-26T09:49:00.000","2021-01-26T09:49:00.000","2020-08-06T00:00:00.000","Adoption","Foster","Cat","Spayed Female","5 months","Domestic Shorthair","Calico"
"A824725","*Ricky","2021-01-26T09:28:00.000","2021-01-26T09:28:00.000","2020-07-04T00:00:00.000","Adoption","Foster","Cat","Neutered Male","6 months","Domestic Shorthair Mix","Blue Tabby"
"A824724","*Lucy","2021-01-26T09:26:00.000","2021-01-26T09:26:00.000","2020-07-04T00:00:00.000","Adoption","Foster","Cat","Spayed Female","6 months","Domestic Shorthair Mix","Brown Tabby"
"A827009","*Naomi","2021-01-26T09:21:00.000","2021-01-26T09:21:00.000","2020-11-22T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Australian Cattle Dog Mix","Black/White"
"A823300","*Shelby","2021-01-26T09:21:00.000","2021-01-26T09:21:00.000","2017-09-21T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 years","Domestic Shorthair","Blue Tabby/White"
"A827010","*Coco","2021-01-26T09:17:00.000","2021-01-26T09:17:00.000","2020-11-22T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Australian Cattle Dog Mix","Tricolor"
"A827011","*Sloan","2021-01-26T09:10:00.000","2021-01-26T09:10:00.000","2020-11-22T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Australian Cattle Dog Mix","Black/White"
"A827041","Sissy","2021-01-26T09:03:00.000","2021-01-26T09:03:00.000","2010-12-11T00:00:00.000","Adoption","Foster","Dog","Spayed Female","10 years","Border Collie","Black/White"
"A828617",,"2021-01-25T18:25:00.000","2021-01-25T18:25:00.000","2020-11-18T00:00:00.000",,,"Dog","Neutered Male","2 months","Great Pyrenees Mix","White/Black"
"A828600","Royce","2021-01-25T18:12:00.000","2021-01-25T18:12:00.000","2020-10-06T00:00:00.000","Return to Owner",,"Dog","Intact Female","3 months","Yorkshire Terrier","White/Brown"
"A828608",,"2021-01-25T18:03:00.000","2021-01-25T18:03:00.000","2020-11-21T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Pit Bull","Blue/Brown Brindle"
"A828704",,"2021-01-25T17:45:00.000","2021-01-25T17:45:00.000","2019-01-24T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","Miniature Poodle","White"
"A828578",,"2021-01-25T17:00:00.000","2021-01-25T17:00:00.000","2020-11-24T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair Mix","Blue"
"A826041","*Bela","2021-01-25T16:44:00.000","2021-01-25T16:44:00.000","2020-09-03T00:00:00.000","Adoption",,"Cat","Neutered Male","4 months","Domestic Shorthair Mix","Black"
"A828431","*Pony","2021-01-25T16:42:00.000","2021-01-25T16:42:00.000","2019-01-16T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","German Shepherd Mix","Brown"
"A828519","*Rylee","2021-01-25T16:03:00.000","2021-01-25T16:03:00.000","2019-01-19T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Dachshund","Black/Brown"
"A828612",,"2021-01-25T16:00:00.000","2021-01-25T16:00:00.000","2020-10-06T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 months","Siamese Mix","Tortie Point"
"A828632",,"2021-01-25T13:19:00.000","2021-01-25T13:19:00.000","2018-01-22T00:00:00.000","Transfer","Snr","Cat","Neutered Male","3 years","Domestic Shorthair","Gray/White"
"A828521","Bella","2021-01-25T12:54:00.000","2021-01-25T12:54:00.000","2016-01-19T00:00:00.000","Return to Owner",,"Dog","Spayed Female","5 years","Yorkshire Terrier","Brown/White"
"A828685",,"2021-01-25T12:08:00.000","2021-01-25T12:08:00.000","2020-11-23T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 months","Border Collie","White/Black"
"A828729","Ris","2021-01-25T11:26:00.000","2021-01-25T11:26:00.000","2020-06-25T00:00:00.000","Transfer","Partner","Dog","Intact Female","7 months","Pembroke Welsh Corgi","Brown/White"
"A828301",,"2021-01-24T15:20:00.000","2021-01-24T15:20:00.000","2017-01-13T00:00:00.000","Transfer","Partner","Cat","Spayed Female","4 years","Domestic Shorthair","Tortie"
"A814910","Fred","2021-01-24T14:32:00.000","2021-01-24T14:32:00.000","2010-03-08T00:00:00.000","Transfer","Partner","Cat","Neutered Male","10 years","Domestic Medium Hair","Blue Tabby"
"A828584",,"2021-01-24T14:31:00.000","2021-01-24T14:31:00.000","2010-07-06T00:00:00.000","Transfer","Partner","Cat","Unknown","10 years","Domestic Shorthair","Black"
"A828532","*Roosevelt","2021-01-24T13:53:00.000","2021-01-24T13:53:00.000","2009-01-19T00:00:00.000","Transfer","Partner","Cat","Neutered Male","12 years","Domestic Shorthair","Blue Tabby"
"A776186","Max","2021-01-24T13:03:00.000","2021-01-24T13:03:00.000","2016-07-10T00:00:00.000","Return to Owner",,"Dog","Neutered Male","4 years","German Shepherd Mix","Brown/Black"
"A728544","Sassy","2021-01-24T12:41:00.000","2021-01-24T12:41:00.000","2016-04-28T00:00:00.000","Adoption",,"Cat","Spayed Female","4 years","Domestic Shorthair Mix","Torbie"
"A828560",,"2021-01-24T12:14:00.000","2021-01-24T12:14:00.000","2020-09-20T00:00:00.000","Died","In Kennel","Dog","Intact Male","4 months","Pug","Brown/Black"
"A828076","*Momo","2021-01-24T11:12:00.000","2021-01-24T11:12:00.000","2020-07-07T00:00:00.000","Adoption",,"Cat","Spayed Female","6 months","Domestic Shorthair","Black/White"
"A828692",,"2021-01-24T07:53:00.000","2021-01-24T07:53:00.000","2020-01-24T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","1 year","Bat","Black"
"A828568","Bg","2021-01-23T17:55:00.000","2021-01-23T17:55:00.000","2020-11-20T00:00:00.000","Return to Owner",,"Dog","Intact Female","2 months","American Pit Bull Terrier","Red/White"
"A825785","Bruno","2021-01-23T17:38:00.000","2021-01-23T17:38:00.000","2020-05-12T00:00:00.000","Return to Owner",,"Dog","Neutered Male","8 months","Chihuahua Shorthair Mix","Chocolate/Tan"
"A828460","*Pablo","2021-01-23T17:27:00.000","2021-01-23T17:27:00.000","2020-01-17T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Staffordshire","Brown Brindle/White"
"A828472",,"2021-01-23T17:25:00.000","2021-01-23T17:25:00.000","2020-11-17T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Labrador Retriever Mix","Red/White"
"A828678","Bartholomew","2021-01-23T16:34:00.000","2021-01-23T16:34:00.000","2012-01-23T00:00:00.000","Return to Owner",,"Dog","Neutered Male","9 years","Beagle","Tan/White"
"A828473",,"2021-01-23T13:56:00.000","2021-01-23T13:56:00.000","2020-11-17T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Labrador Retriever Mix","Tan/White"
"A828197",,"2021-01-23T13:44:00.000","2021-01-23T13:44:00.000","2020-05-11T00:00:00.000","Adoption",,"Dog","Neutered Male","8 months","German Shepherd","Black/Tricolor"
"A822912","Angel","2021-01-23T13:43:00.000","2021-01-23T13:43:00.000","2019-09-11T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Labrador Retriever Mix","White/Brown"
"A827885","*Sadie","2021-01-23T13:15:00.000","2021-01-23T13:15:00.000","2018-01-02T00:00:00.000","Adoption","Foster","Dog","Spayed Female","3 years","Labrador Retriever Mix","Buff/Tan"
"A812519","*Skippy","2021-01-23T12:23:00.000","2021-01-23T12:23:00.000","2019-08-23T00:00:00.000","Adoption","Foster","Cat","Neutered Male","1 year","Domestic Shorthair","Cream Tabby"
"A828653","Baby","2021-01-23T12:11:00.000","2021-01-23T12:11:00.000","2013-01-22T00:00:00.000","Return to Owner",,"Dog","Spayed Female","8 years","Labrador Retriever","Black/White"
"A828484",,"2021-01-23T11:53:00.000","2021-01-23T11:53:00.000","2020-09-18T00:00:00.000","Transfer","Partner","Dog","Intact Male","4 months","Chihuahua Shorthair","Brown/Black"
"A828506",,"2021-01-23T11:53:00.000","2021-01-23T11:53:00.000","2018-01-19T00:00:00.000","Transfer","Partner","Dog","Intact Male","3 years","Chihuahua Shorthair","Cream"
"A828485",,"2021-01-23T11:53:00.000","2021-01-23T11:53:00.000","2020-01-18T00:00:00.000","Transfer","Partner","Dog","Intact Male","1 year","Chihuahua Shorthair","White"
"A828244","*Honey","2021-01-23T11:39:00.000","2021-01-23T11:39:00.000","2019-07-11T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Treeing Cur Mix","Tan/Black"
"A818417","Max","2021-01-23T11:29:00.000","2021-01-23T11:29:00.000","2018-06-08T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 years","American Pit Bull Terrier Mix","Brown Brindle/White"
"A827161","*Aster","2021-01-23T11:27:00.000","2021-01-23T11:27:00.000","2016-12-15T00:00:00.000","Adoption",,"Dog","Neutered Male","4 years","Australian Shepherd Mix","Brown Brindle/White"
"A828526",,"2021-01-23T11:12:00.000","2021-01-23T11:12:00.000","2019-01-19T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 years","Cairn Terrier","Brown"
"A827600","*Sloane","2021-01-23T09:45:00.000","2021-01-23T09:45:00.000","2018-12-27T00:00:00.000","Adoption",,"Cat","Neutered Male","2 years","Domestic Shorthair","Brown Tabby"
"A823812","*Azalea","2021-01-23T09:33:00.000","2021-01-23T09:33:00.000","2020-08-21T00:00:00.000","Died","In Kennel","Cat","Spayed Female","5 months","Domestic Shorthair Mix","Black"
"A782770","Dewey","2021-01-22T18:00:00.000","2021-01-22T18:00:00.000","2017-10-20T00:00:00.000","Return to Owner",,"Dog","Neutered Male","3 years","Pit Bull Mix","White/Gray"
"A801167","Milo","2021-01-22T17:09:00.000","2021-01-22T17:09:00.000","2019-05-31T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Pit Bull/Boxer","White/Brown"
"A828216","Margo","2021-01-22T16:45:00.000","2021-01-22T16:45:00.000","2020-10-11T00:00:00.000","Adoption",,"Dog","Spayed Female","3 months","Pit Bull/Boxer","Red/White"
"A809343","Sage","2021-01-22T15:07:00.000","2021-01-22T15:07:00.000","2019-08-22T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Labrador Retriever/German Shepherd","Brown"
"A780360","Pupabella","2021-01-22T15:00:00.000","2021-01-22T15:00:00.000","2017-09-13T00:00:00.000","Return to Owner",,"Dog","Spayed Female","3 years","Pit Bull Mix","Blue/White"
"A828257","*Strawberry","2021-01-22T14:40:00.000","2021-01-22T14:40:00.000","2020-09-11T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair","Brown Tabby/White"
"A828256","*Cherry","2021-01-22T14:37:00.000","2021-01-22T14:37:00.000","2020-09-11T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair","Brown Tabby"
"A828605",,"2021-01-22T13:01:00.000","2021-01-22T13:01:00.000","2020-11-25T00:00:00.000","Transfer","Partner","Dog","Intact Female","1 month","Chihuahua Shorthair","Tan"
"A828603",,"2021-01-22T13:01:00.000","2021-01-22T13:01:00.000","2020-11-25T00:00:00.000","Transfer","Partner","Dog","Intact Female","1 month","Chihuahua Shorthair","Black/Brown"
"A828606",,"2021-01-22T13:01:00.000","2021-01-22T13:01:00.000","2020-11-25T00:00:00.000","Transfer","Partner","Dog","Intact Male","1 month","Chihuahua Shorthair","Black/Brown"
"A828602",,"2021-01-22T13:00:00.000","2021-01-22T13:00:00.000","2020-11-25T00:00:00.000","Transfer","Partner","Dog","Intact Male","1 month","Chihuahua Shorthair","Tan"
"A826842","*Charlotte","2021-01-22T11:18:00.000","2021-01-22T11:18:00.000","2020-11-15T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Labrador Retriever Mix","Black/White"
"A805715","Lobo","2021-01-22T11:17:00.000","2021-01-22T11:17:00.000","2018-05-01T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Siberian Husky","Black/White"
"A826841","*Buster","2021-01-22T09:54:00.000","2021-01-22T09:54:00.000","2020-11-15T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 months","Labrador Retriever Mix","Brown Brindle/Black"
"A827897","*Andromeda","2021-01-22T09:20:00.000","2021-01-22T09:20:00.000","2020-11-24T00:00:00.000","Adoption","Foster","Dog","Spayed Female","1 month","Rottweiler","Black/Tan"
"A828575",,"2021-01-22T08:45:00.000","2021-01-22T08:45:00.000","2019-01-20T00:00:00.000","Transfer","Snr","Cat","Neutered Male","2 years","Domestic Shorthair","Black/White"
"A828227","Bluboy","2021-01-21T17:51:00.000","2021-01-21T17:51:00.000","2019-01-11T00:00:00.000","Adoption",,"Cat","Neutered Male","2 years","Domestic Longhair","Brown Tabby/White"
"A828153","Mamita","2021-01-21T17:40:00.000","2021-01-21T17:40:00.000","2020-01-08T00:00:00.000","Rto-Adopt",,"Dog","Spayed Female","1 year","Pit Bull Mix","White/Gray"
"A828240","Shy","2021-01-21T17:15:00.000","2021-01-21T17:15:00.000","2019-01-11T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","German Shepherd Mix","Black/Tan"
"A812115","Emilio","2021-01-21T16:26:00.000","2021-01-21T16:26:00.000","2019-11-16T00:00:00.000","Return to Owner",,"Dog","Neutered Male","1 year","German Shepherd","Brown/Tricolor"
"A828561","Milo","2021-01-21T16:19:00.000","2021-01-21T16:19:00.000","2019-01-20T00:00:00.000","Transfer","Partner","Cat","Neutered Male","2 years","Domestic Shorthair Mix","Brown Tabby"
"A821591","Sailor","2021-01-21T16:17:00.000","2021-01-21T16:17:00.000","2018-08-14T00:00:00.000","Adoption",,"Cat","Neutered Male","2 years","Domestic Medium Hair","Orange Tabby/White"
"A775154","April","2021-01-21T15:24:00.000","2021-01-21T15:24:00.000","2017-03-25T00:00:00.000","Adoption",,"Dog","Spayed Female","3 years","Pit Bull Mix","Tan/White"
"A828347",,"2021-01-21T15:01:00.000","2021-01-21T15:01:00.000","2019-01-14T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Cardigan Welsh Corgi Mix","Tan/White"
"A828335","*Willow","2021-01-21T14:21:00.000","2021-01-21T14:21:00.000","2020-01-13T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Siberian Husky","Black/White"
"A827477","Scooter","2021-01-21T14:20:00.000","2021-01-21T14:20:00.000","2019-08-22T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Australian Cattle Dog/Pit Bull","White/Tan"
"A827371","*Greer","2021-01-21T13:57:00.000","2021-01-21T13:57:00.000","2018-12-19T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 years","Pit Bull","Brown/Brown Brindle"
"A828581",,"2021-01-21T13:56:00.000","2021-01-21T13:56:00.000","2020-11-20T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 months","Great Pyrenees","White"
"A828604",,"2021-01-21T13:15:00.000","2021-01-21T13:15:00.000","2020-11-25T00:00:00.000","Return to Owner",,"Dog","Intact Female","1 month","Chihuahua Shorthair","White"
"A825201","*Maestro","2021-01-21T13:15:00.000","2021-01-21T13:15:00.000","2017-10-29T00:00:00.000","Transfer","Partner","Dog","Neutered Male","3 years","Pit Bull Mix","Brown Brindle/White"
"A828601","Dulce","2021-01-21T13:12:00.000","2021-01-21T13:12:00.000","2017-01-21T00:00:00.000","Return to Owner",,"Dog","Intact Female","4 years","Chihuahua Shorthair","Black/Brown"
"A828507",,"2021-01-21T12:44:00.000","2021-01-21T12:44:00.000","2020-11-19T00:00:00.000","Transfer","Partner","Dog","Intact Male","2 months","Chihuahua Shorthair Mix","Tricolor"
"A827860","*Wallace","2021-01-21T12:28:00.000","2021-01-21T12:28:00.000","2019-01-02T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Siberian Husky Mix","Cream/Black"
"A828564",,"2021-01-21T12:15:00.000","2021-01-21T12:15:00.000","2020-01-20T00:00:00.000","Euthanasia",,"Other","Unknown","1 year","Raccoon","Gray/Black"
"A828157",,"2021-01-21T12:14:00.000","2021-01-21T12:14:00.000","2018-01-08T00:00:00.000","Euthanasia","Suffering","Cat","Neutered Male","3 years","Domestic Shorthair","Black/White"
"A747386","Polly","2021-01-21T12:09:00.000","2021-01-21T12:09:00.000","2017-02-18T00:00:00.000","Return to Owner",,"Cat","Spayed Female","3 years","Domestic Shorthair Mix","Calico"
"A820171","Lupita","2021-01-21T12:04:00.000","2021-01-21T12:04:00.000","2015-03-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","5 years","Domestic Shorthair Mix","Torbie/White"
"A828525","Dj","2021-01-21T11:48:00.000","2021-01-21T11:48:00.000","2016-01-19T00:00:00.000","Transfer","Partner","Dog","Spayed Female","5 years","Miniature Poodle","Cream"
"A828341","*Pistachio","2021-01-21T11:19:00.000","2021-01-21T11:19:00.000","2016-01-13T00:00:00.000","Transfer","Partner","Cat","Spayed Female","5 years","Domestic Shorthair Mix","Tortie"
"A828514",,"2021-01-21T09:27:00.000","2021-01-21T09:27:00.000","2020-01-19T00:00:00.000","Transfer","Snr","Cat","Neutered Male","1 year","Domestic Shorthair","Orange Tabby"
"A822169","*Blue","2021-01-21T09:22:00.000","2021-01-21T09:22:00.000","2020-07-20T00:00:00.000","Adoption","Foster","Dog","Neutered Male","6 months","Labrador Retriever Mix","Tan/White"
"A828030","Socks","2021-01-20T17:53:00.000","2021-01-20T17:53:00.000","2020-01-05T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair","Black/White"
"A828034","Xanthippe","2021-01-20T17:25:00.000","2021-01-20T17:25:00.000","2019-01-05T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Labrador Retriever Mix","Black/White"
"A828321","Evie","2021-01-20T17:22:00.000","2021-01-20T17:22:00.000","2019-01-13T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Labrador Retriever Mix","Yellow"
"A828351","Devi","2021-01-20T16:54:00.000","2021-01-20T16:54:00.000","2020-01-14T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Finnish Spitz Mix","Brown"
"A828112","Sunni Hope","2021-01-20T16:32:00.000","2021-01-20T16:32:00.000","2018-01-07T00:00:00.000","Transfer","Partner","Dog","Spayed Female","3 years","Doberman Pinsch Mix","Black/Tan"
"A828404","Nala","2021-01-20T16:20:00.000","2021-01-20T16:20:00.000","2020-08-15T00:00:00.000","Adoption",,"Dog","Spayed Female","5 months","Labrador Retriever Mix","Brown Brindle/White"
"A819188","*Dapple","2021-01-20T16:01:00.000","2021-01-20T16:01:00.000","2018-06-23T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 years","Australian Shepherd Mix","White/Blue Merle"
"A819845","*Margo","2021-01-20T16:00:00.000","2021-01-20T16:00:00.000","2011-11-25T00:00:00.000","Adoption","Foster","Cat","Spayed Female","9 years","Domestic Shorthair","Blue Tabby"
"A828100","Neme","2021-01-20T15:56:00.000","2021-01-20T15:56:00.000","2020-11-08T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Chihuahua Shorthair","Black"
"A825498","*Deku","2021-01-20T15:33:00.000","2021-01-20T15:33:00.000","2020-09-13T00:00:00.000","Adoption",,"Cat","Neutered Male","4 months","Domestic Shorthair Mix","Brown Tabby"
"A828558",,"2021-01-20T15:29:00.000","2021-01-20T15:29:00.000","2021-01-05T00:00:00.000","Transfer","Partner","Cat","Intact Male","2 weeks","Domestic Medium Hair","Brown Tabby"
"A828559",,"2021-01-20T15:29:00.000","2021-01-20T15:29:00.000","2021-01-05T00:00:00.000","Transfer","Partner","Cat","Intact Male","2 weeks","Domestic Medium Hair","Brown Tabby/White"
"A828538",,"2021-01-20T14:36:00.000","2021-01-20T14:36:00.000","2021-01-08T00:00:00.000","Transfer","Partner","Cat","Intact Male","1 weeks","Domestic Shorthair","Brown Tabby"
"A801614","*Pamplemousse","2021-01-20T13:38:00.000","2021-01-20T13:38:00.000","2011-08-29T00:00:00.000","Adoption","Foster","Cat","Spayed Female","9 years","Domestic Shorthair","Cream Tabby"
"A825930","Nala","2021-01-20T13:01:00.000","2021-01-20T13:01:00.000","2020-09-09T00:00:00.000","Rto-Adopt",,"Cat","Spayed Female","4 months","Domestic Shorthair Mix","Tortie"
"A827317","Max","2021-01-20T12:41:00.000","2021-01-20T12:41:00.000","2019-10-18T00:00:00.000","Adoption",,"Cat","Neutered Male","1 year","Domestic Shorthair Mix","Brown Tabby"
"A827768","Midnight","2021-01-20T12:40:00.000","2021-01-20T12:40:00.000","2020-07-30T00:00:00.000","Adoption",,"Dog","Neutered Male","5 months","Labrador Retriever Mix","Black/White"
"A824892","*Merryweather","2021-01-20T12:23:00.000","2021-01-20T12:23:00.000","2020-09-20T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair","Brown Tabby/White"
"A825578",,"2021-01-20T12:12:00.000","2021-01-20T12:12:00.000","2020-09-26T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","White/Blue Tabby"
"A824890","*Fauna","2021-01-20T11:50:00.000","2021-01-20T11:50:00.000","2020-09-20T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair","Blue Tabby"
"A824889","*Flora","2021-01-20T11:47:00.000","2021-01-20T11:47:00.000","2020-09-20T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair","Blue"
"A827320","Phin","2021-01-20T11:43:00.000","2021-01-20T11:43:00.000","2020-06-18T00:00:00.000","Adoption",,"Cat","Neutered Male","7 months","Domestic Shorthair Mix","Brown Tabby"
"A828385","*Josh","2021-01-20T11:10:00.000","2021-01-20T11:10:00.000","2019-01-15T00:00:00.000","Transfer","Partner","Dog","Neutered Male","2 years","Chihuahua Longhair/Cocker Spaniel","Black"
"A828413",,"2021-01-20T11:10:00.000","2021-01-20T11:10:00.000","2013-01-15T00:00:00.000","Transfer","Partner","Dog","Neutered Male","8 years","Miniature Schnauzer Mix","Silver/White"
"A823177",,"2021-01-20T11:03:00.000","2021-01-20T11:03:00.000","2020-07-02T00:00:00.000","Adoption","Foster","Cat","Spayed Female","6 months","Domestic Shorthair","Brown Tabby"
"A823176",,"2021-01-20T10:48:00.000","2021-01-20T10:48:00.000","2020-07-02T00:00:00.000","Adoption","Foster","Cat","Spayed Female","6 months","Domestic Shorthair","Black"
"A828429",,"2021-01-20T09:10:00.000","2021-01-20T09:10:00.000","2019-01-16T00:00:00.000","Disposal",,"Other","Unknown","2 years","Fox","Gray/Tan"
"A828492",,"2021-01-20T09:08:00.000","2021-01-20T09:08:00.000","2019-01-18T00:00:00.000","Euthanasia","Suffering","Other","Unknown","2 years","Fox","Red"
"A828302","*Winter","2021-01-19T17:38:00.000","2021-01-19T17:38:00.000","2018-01-13T00:00:00.000","Adoption",,"Dog","Neutered Male","3 years","Great Pyrenees","White"
"A827998","*Louise","2021-01-19T17:25:00.000","2021-01-19T17:25:00.000","2020-01-05T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair Mix","Brown Tabby"
"A827997","*Tina","2021-01-19T17:24:00.000","2021-01-19T17:24:00.000","2019-08-05T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair Mix","Tortie"
